"동별(1)",동별(2),동별(3),2020,2020,2020,2020,2020,2020,2020,2020,2020
"동별(1)",동별(2),동별(3),종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수
"동별(1)",동별(2),동별(3),소계,단독주택,단독주택,단독주택,단독주택,아파트,연립주택,다세대주택,비거주용건물내주택
"동별(1)",동별(2),동별(3),소계,소계,일반단독주택,다가구주택,영업겸용주택,소계,소계,소계,소계
"서울시",영등포구,양평2동,7115,271,57,133,81,4652,155,1959,78
"서울시",영등포구,신길1동,4280,1518,203,1132,183,1327,137,1246,52
"서울시",영등포구,신길3동,4739,1136,140,835,161,3172,X,391,40
"서울시",영등포구,신길4동,3725,624,59,489,76,2690,X,390,21
"서울시",영등포구,신길5동,2301,798,86,653,59,610,146,718,29
"서울시",영등포구,신길6동,5043,786,74,582,130,3414,174,604,65
"서울시",영등포구,신길7동,6690,238,26,171,41,6182,37,206,27
"서울시",영등포구,대림1동,4052,1094,75,890,129,2142,143,607,66
"서울시",영등포구,대림2동,4241,1470,52,1235,183,1529,246,910,86
"서울시",영등포구,대림3동,7375,1136,39,836,261,4190,40,1881,128
"서울시",영등포구,영등포본동,6404,1278,263,842,173,3543,69,1463,51
"서울시",영등포구,영등포동,7586,625,194,237,194,5078,109,1626,148
"서울시",영등포구,도림동,4005,1270,134,991,145,1562,126,992,55
"서울시",영등포구,문래동,9046,243,156,19,68,8652,36,55,60
"서울시",동작구,소계,115615,14522,2565,9863,2094,61606,5289,33103,1095
"서울시",동작구,노량진2동,2752,1537,361,1042,134,104,214,811,86
"서울시",동작구,상도1동,14737,926,149,596,181,9078,743,3845,145
"서울시",동작구,상도2동,9039,855,241,510,104,6058,239,1817,70
"서울시",동작구,상도3동,7246,998,236,630,132,953,793,4436,66
"서울시",동작구,상도4동,8275,1443,353,950,140,688,663,5407,74
"서울시",동작구,사당1동,5780,1226,57,889,280,550,432,3442,130
"서울시",동작구,사당3동,7759,592,44,444,104,5227,163,1724,53
"서울시",동작구,사당4동,4080,704,58,514,132,975,143,2227,31
"서울시",동작구,사당5동,3515,457,39,325,93,1720,195,1101,42
"서울시",동작구,대방동,11808,1002,206,655,141,7032,394,3281,99
"서울시",동작구,신대방1동,6538,799,40,647,112,4630,102,970,37
"서울시",동작구,신대방2동,5520,690,101,514,75,3092,244,1447,47
"서울시",동작구,흑석동,9613,1480,368,923,189,6822,408,836,67
"서울시",동작구,노량진1동,10612,1055,252,659,144,8290,359,836,72
"서울시",동작구,사당2동,8341,758,60,565,133,6387,197,923,76
"서울시",관악구,소계,127568,21249,3564,14545,3140,55417,6218,42770,1914
"서울시",관악구,보라매동,6221,1327,232,929,166,1413,622,2778,81
"서울시",관악구,청림동,5263,484,157,288,39,4356,110,286,27
"서울시",관악구,행운동,7088,1164,75,921,168,3530,106,2181,107
"서울시",관악구,낙성대동,3543,648,69,450,129,1422,405,981,87
"서울시",관악구,중앙동,3591,950,226,567,157,1013,157,1398,73
